distance,fraction_intensity,n,norm_intensity,fraction_mode,sample,type
29,169,216752,0.000779692920941906,0.00200322412403395,R.affinis,brightfield
30,111,230888,0.000480752572675929,0.00123517236774754,R.affinis,brightfield
31,76,240312,0.000316255534471853,0.0008125387559604,R.affinis,brightfield
32,62,245024,0.000253036437246964,0.000650113245533093,R.affinis,brightfield
33,49,240312,0.000203901594593695,0.000523873671606047,R.affinis,brightfield
34,31,249736,0.000124131082423039,0.000318923478940763,R.affinis,brightfield
35,24,245024,9.79495886117278e-05,0.000251656740206359,R.affinis,brightfield
36,13,287432,4.52280887305519e-05,0.000116202155996925,R.affinis,brightfield
37,7,287432,2.4353586239528e-05,6.2570391690652e-05,R.affinis,brightfield
38,6,287432,2.0874502491024e-05,5.36317643062731e-05,R.affinis,brightfield
39,5,273296,1.82951817809262e-05,4.70048509006129e-05,R.affinis,brightfield
40,5,249736,2.00211423262966e-05,5.14392707968972e-05,R.affinis,brightfield
41,1,202616,4.93544438741264e-06,1.26803783824909e-05,R.affinis,brightfield
42,0,169632,0,0,R.affinis,brightfield
43,0,164920,0,0,R.affinis,brightfield
44,1,136648,7.31807271237047e-06,1.88019403602452e-05,R.affinis,brightfield
45,0,127224,0,0,R.affinis,brightfield
46,1,103664,9.64655039357926e-06,2.47843759294141e-05,R.affinis,brightfield
47,0,89528,0,0,R.affinis,brightfield
48,1,98952,1.01059099361306e-05,2.59645843070052e-05,R.affinis,brightfield
49,0,65968,0,0,R.affinis,brightfield
50,0,61256,0,0,R.affinis,brightfield
51,0,51832,0,0,R.affinis,brightfield
52,0,28272,0,0,R.affinis,brightfield
53,0,42408,0,0,R.affinis,brightfield
54,0,14136,0,0,R.affinis,brightfield
55,0,14136,0,0,R.affinis,brightfield
0,13.1810071913342,4712,0.0027973275024054,1,R.affinis,mirfp670
1,26.1526688267739,9424,0.0027751134154047,0.992058817931902,R.affinis,mirfp670
2,64.2599457035434,23560,0.00272750193987875,0.97503847423421,R.affinis,mirfp670
3,62.5095535398234,23560,0.002653206856529,0.948479166006674,R.affinis,mirfp670
4,84.3131430979388,32984,0.00255618309173959,0.913794716400406,R.affinis,mirfp670
5,91.5936983629098,37696,0.0024297988742283,0.868614372875158,R.affinis,mirfp670
6,116.864734973665,51832,0.00225468311031149,0.806013278163786,R.affinis,mirfp670
7,124.272098157398,61256,0.0020287334817389,0.725239886997288,R.affinis,mirfp670
8,100.702947314108,56544,0.00178096610275375,0.636666997776384,R.affinis,mirfp670
9,107.250737826005,70680,0.00151741281587443,0.542450898069541,R.affinis,mirfp670
10,98.6403968767229,80104,0.00123140413558278,0.440207353098236,R.affinis,mirfp670
11,72.8036452452741,75392,0.000965668044955355,0.345210935839649,R.affinis,mirfp670
12,76.9444542171215,108376,0.000709976878802701,0.253805418990875,R.affinis,mirfp670
13,43.6749307247515,89528,0.000487835433883829,0.174393392788061,R.affinis,mirfp670
14,37.9800312226119,117800,0.000322411130922003,0.115256840911464,R.affinis,mirfp670
15,22.336032897128,113088,0.000197510194690223,0.070606746804007,R.affinis,mirfp670
16,13.8499560185276,117800,0.000117571782839793,0.0420300385774256,R.affinis,mirfp670
17,8.66402562917783,127224,6.81005598721769e-05,0.0243448648088641,R.affinis,mirfp670
18,4.73985180329838,122512,3.86888778511361e-05,0.0138306572319,R.affinis,mirfp670
19,3.42091702002768,164920,2.07428875820257e-05,0.00741525172300672,R.affinis,mirfp670
20,1.65850169012356,155496,1.06658800877422e-05,0.0038128821450369,R.affinis,mirfp670
21,0.874301106356738,155496,5.62265978775491e-06,0.00201001126357927,R.affinis,mirfp670
22,0.50940169417447,160208,3.17962707339502e-06,0.00113666600376999,R.affinis,mirfp670
23,0.312051744662983,164920,1.89214009618593e-06,0.000676409928604675,R.affinis,mirfp670
24,0.21891508385231,202616,1.08044322191885e-06,0.000386241232386908,R.affinis,mirfp670
25,0.11245910411859,179056,6.28066661371805e-07,0.00022452382169472,R.affinis,mirfp670
26,0.0716267745868899,193192,3.70754351043987e-07,0.000132538771640138,R.affinis,mirfp670
27,0.0433601549534768,212040,2.04490449695703e-07,7.31020767213933e-05,R.affinis,mirfp670
28,0.0214055172299391,202616,1.05645739872168e-07,3.77666682865427e-05,R.affinis,mirfp670
29,0.0108130488653297,216752,4.98867316810443e-08,1.78337115114863e-05,R.affinis,mirfp670
30,0.00509247199594394,230888,2.20560271471187e-08,7.88467818950514e-06,R.affinis,mirfp670
31,0.00181643663085655,240312,7.55865970428674e-09,2.70210037894637e-06,R.affinis,mirfp670
32,0.000867818330033775,245024,3.54176868402187e-09,1.26612585797563e-06,R.affinis,mirfp670
33,0.000617470266285732,240312,2.56945248795621e-09,9.18538314068252e-07,R.affinis,mirfp670
34,0.00079468065911299,249736,3.18208291601127e-09,1.13754392836556e-06,R.affinis,mirfp670
35,0.000376094550937581,245024,1.53492943931036e-09,5.48712811778559e-07,R.affinis,mirfp670
36,0.00067915057036363,287432,2.36282171213932e-09,8.44671104869756e-07,R.affinis,mirfp670
37,0.000275897217444519,287432,9.59869525468699e-10,3.43138057536458e-07,R.affinis,mirfp670
38,0.000567774324647382,287432,1.97533442569854e-09,7.06150575504644e-07,R.affinis,mirfp670
39,0.000488086700135469,273296,1.78592698076616e-09,6.38440432602353e-07,R.affinis,mirfp670
40,0.000179352474986229,249736,7.18168285654569e-10,2.56733716390742e-07,R.affinis,mirfp670
41,0.000338672404175632,202616,1.67149881636017e-09,5.97534187513925e-07,R.affinis,mirfp670
42,0.000249023826599729,169632,1.4680238787477e-09,5.24795140177671e-07,R.affinis,mirfp670
43,0,164920,0,0,R.affinis,mirfp670
44,4.45029733941876e-05,136648,3.25675995215353e-10,1.16423977862909e-07,R.affinis,mirfp670
45,0,127224,0,0,R.affinis,mirfp670
46,0,103664,0,0,R.affinis,mirfp670
47,0,89528,0,0,R.affinis,mirfp670
48,0,98952,0,0,R.affinis,mirfp670
49,0,65968,0,0,R.affinis,mirfp670
50,0,61256,0,0,R.affinis,mirfp670
51,0,51832,0,0,R.affinis,mirfp670
52,0,28272,0,0,R.affinis,mirfp670
53,0,42408,0,0,R.affinis,mirfp670
54,0,14136,0,0,R.affinis,mirfp670
55,0,14136,0,0,R.affinis,mirfp670
0,2.65089101382142,4712,0.000562582982559723,0.894781778276614,R.affinis,af488
1,5.32101525340946,9424,0.0005646238596572,0.898027769881649,R.affinis,af488
2,13.4020479109147,23560,0.000568847534419129,0.904745476124993,R.affinis,af488
3,13.5387086830638,23560,0.000574648076530722,0.91397117179386,R.affinis,af488
4,19.1811121125856,32984,0.000581527774453845,0.92491325239795,R.affinis,af488
5,22.2482661283432,37696,0.000590202306036268,0.938709995341935,R.affinis,af488
6,31.1628917436825,51832,0.000601228811230177,0.95624752532674,R.affinis,af488
7,37.59495253077,61256,0.000613735022377727,0.976138510651593,R.affinis,af488
8,35.2392877677478,56544,0.000623218869689938,0.991222460977131,R.affinis,af488
9,44.4391763139244,70680,0.00062873763885009,1,R.affinis,af488
10,50.3510280502943,80104,0.000628570708707359,0.999734499523462,R.affinis,af488
11,46.8145387060259,75392,0.000620948359322288,0.987611240290865,R.affinis,af488
12,65.1730259965998,108376,0.000601360319596588,0.956456687874495,R.affinis,af488
13,50.8869848605506,89528,0.000568391842334807,0.90402070309382,R.affinis,af488
14,61.3923234083516,117800,0.000521157244553069,0.828894617325953,R.affinis,af488
15,51.7148022521583,113088,0.000457296992184479,0.727325618712501,R.affinis,af488
16,45.3742110330046,117800,0.000385180059702925,0.612624465122507,R.affinis,af488
17,39.9343402419558,127224,0.000313889991212002,0.499238429221577,R.affinis,af488
18,30.6486227255397,122512,0.000250168332290222,0.397889861894955,R.affinis,af488
19,31.9158115879562,164920,0.00019352299046784,0.307796095716137,R.affinis,af488
20,23.2716210638881,155496,0.000149660576888718,0.238033430227647,R.affinis,af488
21,19.0353434807255,155496,0.000122416933430606,0.194702727920817,R.affinis,af488
22,16.9469049076374,160208,0.000105780640839642,0.16824289545176,R.affinis,af488
23,15.6708160785535,164920,9.50207135493181e-05,0.151129354563699,R.affinis,af488
24,17.8746647007029,202616,8.8219413573967e-05,0.140311964995945,R.affinis,af488
25,15.0331815648837,179056,8.39579883661183e-05,0.133534217101541,R.affinis,af488
26,15.7553828294657,193192,8.15529775014786e-05,0.129709074918168,R.affinis,af488
27,16.8444025843024,212040,7.9439740540947e-05,0.126347995781254,R.affinis,af488
28,15.706554573643,202616,7.75188266160769e-05,0.123292804225706,R.affinis,af488
29,16.6493320503187,216752,7.68128185683118e-05,0.122169906526983,R.affinis,af488
30,16.9633581105465,230888,7.34700725483631e-05,0.116853307339344,R.affinis,af488
31,18.2148837732343,240312,7.57968131979853e-05,0.120553961643861,R.affinis,af488
32,18.0287776032176,245024,7.35796395586457e-05,0.117027572411947,R.affinis,af488
33,17.9049324681799,240312,7.45070261500878e-05,0.11850257014413,R.affinis,af488
34,18.2905463685069,249736,7.32395264139207e-05,0.116486626357967,R.affinis,af488
35,18.2004338203548,245024,7.4280208552447e-05,0.118141819357752,R.affinis,af488
36,20.8099898587476,287432,7.23996975241017e-05,0.115150888145515,R.affinis,af488
37,20.8438436470395,287432,7.25174776887733e-05,0.11533821614593,R.affinis,af488
38,20.5394600931839,287432,7.14585018132424e-05,0.113653927167354,R.affinis,af488
39,19.609721726138,273296,7.17526847306144e-05,0.114121821721766,R.affinis,af488
40,18.1462903711599,249736,7.26618924430594e-05,0.115567906155502,R.affinis,af488
41,14.6648928649996,202616,7.23777631825699e-05,0.115116001826999,R.affinis,af488
42,12.0189763004238,169632,7.08532370096666e-05,0.112691260442514,R.affinis,af488
43,11.8963562731809,164920,7.21341030389333e-05,0.114728463164478,R.affinis,af488
44,9.68508981002449,136648,7.08761914555975e-05,0.112727769225371,R.affinis,af488
45,9.11658018246704,127224,7.16577075274087e-05,0.113970761569905,R.affinis,af488
46,7.59227774475511,103664,7.32392898668304e-05,0.116486250132534,R.affinis,af488
47,6.46824722312176,89528,7.22483158690216e-05,0.114910117360172,R.affinis,af488
48,7.03696723610929,98952,7.11149571116227e-05,0.113107523261509,R.affinis,af488
49,4.71793472420753,65968,7.15185351110771e-05,0.113749409438695,R.affinis,af488
50,4.51393862791269,61256,7.36897386037725e-05,0.117202683679865,R.affinis,af488
51,3.80422125469679,51832,7.33952240835157e-05,0.11673426171487,R.affinis,af488
52,2.05934046604549,28272,7.28402824718976e-05,0.115851633449393,R.affinis,af488
53,3.01248225921486,42408,7.10357069235723e-05,0.112981476746789,R.affinis,af488
54,1.05146640600983,14136,7.43821736000164e-05,0.11830399359589,R.affinis,af488
55,1.03674863169812,14136,7.33410180884353e-05,0.116648047701693,R.affinis,af488
0,787,2260,0.348230088495575,0.989688128772636,R.alcyone,brightfield
1,1532,4520,0.338938053097345,0.96327967806841,R.alcyone,brightfield
2,3976,11300,0.351858407079646,1,R.alcyone,brightfield
3,3973,11300,0.351592920353982,0.999245472837022,R.alcyone,brightfield
4,5544,15820,0.350442477876106,0.995975855130785,R.alcyone,brightfield
5,6260,18080,0.346238938053097,0.984029175050302,R.alcyone,brightfield
6,8480,24860,0.341110217216412,0.969453082129138,R.alcyone,brightfield
7,9873,29380,0.336044928522805,0.955057266676985,R.alcyone,brightfield
8,8905,27120,0.328355457227139,0.933203386988598,R.alcyone,brightfield
9,10870,33900,0.320648967551622,0.91130114017438,R.alcyone,brightfield
10,12216,38420,0.31795939614784,0.903657237542905,R.alcyone,brightfield
11,11190,36160,0.30945796460177,0.879495724346076,R.alcyone,brightfield
12,15276,51980,0.293882262408619,0.835228763887674,R.alcyone,brightfield
13,11829,42940,0.275477410340009,0.782921211479403,R.alcyone,brightfield
14,14751,56500,0.261079646017699,0.742002012072435,R.alcyone,brightfield
15,13140,54240,0.242256637168142,0.688506036217304,R.alcyone,brightfield
16,12108,56500,0.214300884955752,0.609054325955734,R.alcyone,brightfield
17,10958,61020,0.179580465421173,0.510377077278486,R.alcyone,brightfield
18,8670,58760,0.147549353301566,0.419342980962699,R.alcyone,brightfield
19,8790,79100,0.111125158027813,0.315823512503593,R.alcyone,brightfield
20,5645,74580,0.0756905336551354,0.215116456313639,R.alcyone,brightfield
21,3842,74580,0.0515151515151515,0.146408755563685,R.alcyone,brightfield
22,2689,76840,0.0349947943779282,0.099457036335661,R.alcyone,brightfield
23,1715,79100,0.0216814159292035,0.0616197183098592,R.alcyone,brightfield
24,1133,97180,0.01165877752624,0.0331348556455009,R.alcyone,brightfield
25,526,85880,0.00612482533768048,0.0174070740230859,R.alcyone,brightfield
26,358,92660,0.00386358730843946,0.0109805172498405,R.alcyone,brightfield
27,279,101700,0.00274336283185841,0.00779678068410463,R.alcyone,brightfield
28,158,97180,0.00162584894011113,0.00462074774226756,R.alcyone,brightfield
29,76,103960,0.000731050404001539,0.0020776834922579,R.alcyone,brightfield
30,64,110740,0.000577930287159111,0.00164250810988379,R.alcyone,brightfield
31,39,115260,0.000338365434669443,0.000961652266540419,R.alcyone,brightfield
32,13,117520,0.000110619469026549,0.000314386317907445,R.alcyone,brightfield
33,6,115260,5.20562207183758e-05,0.00014794650254468,R.alcyone,brightfield
34,7,119780,5.8440474202705e-05,0.000166090884932235,R.alcyone,brightfield
35,5,117520,4.25459496255956e-05,0.000120917814579786,R.alcyone,brightfield
36,4,137860,2.90149426954882e-05,8.24619850249035e-05,R.alcyone,brightfield
37,1,137860,7.25373567387204e-06,2.06154962562259e-05,R.alcyone,brightfield
38,0,137860,0,0,R.alcyone,brightfield
39,0,131080,0,0,R.alcyone,brightfield
40,0,119780,0,0,R.alcyone,brightfield
41,0,97180,0,0,R.alcyone,brightfield
42,0,81360,0,0,R.alcyone,brightfield
43,0,79100,0,0,R.alcyone,brightfield
44,1,65540,1.52578577967653e-05,4.33636300561993e-05,R.alcyone,brightfield
45,0,61020,0,0,R.alcyone,brightfield
46,1,49720,2.01126307320998e-05,5.71611487104445e-05,R.alcyone,brightfield
47,0,42940,0,0,R.alcyone,brightfield
48,0,47460,0,0,R.alcyone,brightfield
49,0,31640,0,0,R.alcyone,brightfield
50,0,29380,0,0,R.alcyone,brightfield
51,0,24860,0,0,R.alcyone,brightfield
52,0,13560,0,0,R.alcyone,brightfield
53,0,20340,0,0,R.alcyone,brightfield
54,0,6780,0,0,R.alcyone,brightfield
55,0,6780,0,0,R.alcyone,brightfield
0,6.07738577316775,2260,0.00268910874918927,1,R.alcyone,mirfp670
1,12.0607685399833,4520,0.00266831162389011,0.992266164280105,R.alcyone,mirfp670
2,29.5555603699509,11300,0.00261553631592486,0.972640588341176,R.alcyone,mirfp670
3,28.6740349046499,11300,0.00253752521280088,0.943630566657412,R.alcyone,mirfp670
4,38.589512238005,15820,0.00243928648786378,0.907098490754303,R.alcyone,mirfp670
5,41.8684406794936,18080,0.00231573233846757,0.861152357324979,R.alcyone,mirfp670
6,53.4623045326458,24860,0.00215053517830434,0.799720419991454,R.alcyone,mirfp670
7,57.0959872922932,29380,0.00194336239932924,0.722678991660394,R.alcyone,mirfp670
8,46.6352135084485,27120,0.0017195875187481,0.639463732832127,R.alcyone,mirfp670
9,50.4882125043489,33900,0.00148932780248817,0.553836955436324,R.alcyone,mirfp670
10,47.5680310823016,38420,0.00123810596257943,0.460414984315044,R.alcyone,mirfp670
11,36.0860327579366,36160,0.000997954445739396,0.371109738882916,R.alcyone,mirfp670
12,39.3179192094336,51980,0.000756404755856746,0.28128455425419,R.alcyone,mirfp670
13,23.0853722262652,42940,0.000537619287989408,0.199924710427383,R.alcyone,mirfp670
14,20.7889023214315,56500,0.000367945173830647,0.136827926331197,R.alcyone,mirfp670
15,12.6742614995339,54240,0.000233670012897012,0.0868949658385739,R.alcyone,mirfp670
16,8.14690155719779,56500,0.000144192947915005,0.0536210921029048,R.alcyone,mirfp670
17,5.29735553728652,61020,8.68134306339974e-05,0.0322833469119352,R.alcyone,mirfp670
18,3.02039797607064,58760,5.1402280055661e-05,0.0191149874735107,R.alcyone,mirfp670
19,2.22054335109383,79100,2.80726087369637e-05,0.0104393728016493,R.alcyone,mirfp670
20,1.05140387680604,74580,1.40976652829986e-05,0.00524250470987791,R.alcyone,mirfp670
21,0.526400323658287,74580,7.05819688466462e-06,0.00262473463997786,R.alcyone,mirfp670
22,0.291185357212412,76840,3.78950230625211e-06,0.0014092038142357,R.alcyone,mirfp670
23,0.166874923319088,79100,2.10967033273184e-06,0.000784523992704972,R.alcyone,mirfp670
24,0.116976407751206,97180,1.20370866177409e-06,0.000447623645617528,R.alcyone,mirfp670
25,0.0581579389178862,85880,6.77200033976318e-07,0.00025183066106214,R.alcyone,mirfp670
26,0.0344696044869675,92660,3.72000911795462e-07,0.000138336135311603,R.alcyone,mirfp670
27,0.019774282849721,101700,1.94437392819282e-07,7.23055149323739e-05,R.alcyone,mirfp670
28,0.0102136776325581,97180,1.05100613629946e-07,3.90838093333459e-05,R.alcyone,mirfp670
29,0.00536466635308518,103960,5.1603177694163e-08,1.91896953627184e-05,R.alcyone,mirfp670
30,0.00368816453820991,110740,3.33047186040266e-08,1.2385039695426e-05,R.alcyone,mirfp670
31,0.00154971468838494,115260,1.3445381644846e-08,4.99993971939571e-06,R.alcyone,mirfp670
32,0.00063590007652786,117520,5.41099452457334e-09,2.01218880649757e-06,R.alcyone,mirfp670
33,0.000167300170792254,115260,1.45150243616392e-09,5.39770820574486e-07,R.alcyone,mirfp670
34,0,119780,0,0,R.alcyone,mirfp670
35,0,117520,0,0,R.alcyone,mirfp670
36,0,137860,0,0,R.alcyone,mirfp670
37,0,137860,0,0,R.alcyone,mirfp670
38,0,137860,0,0,R.alcyone,mirfp670
39,0,131080,0,0,R.alcyone,mirfp670
40,0,119780,0,0,R.alcyone,mirfp670
41,0,97180,0,0,R.alcyone,mirfp670
42,0,81360,0,0,R.alcyone,mirfp670
43,0,79100,0,0,R.alcyone,mirfp670
44,0,65540,0,0,R.alcyone,mirfp670
45,0,61020,0,0,R.alcyone,mirfp670
46,0,49720,0,0,R.alcyone,mirfp670
47,0,42940,0,0,R.alcyone,mirfp670
48,0,47460,0,0,R.alcyone,mirfp670
49,0,31640,0,0,R.alcyone,mirfp670
50,0,29380,0,0,R.alcyone,mirfp670
51,0,24860,0,0,R.alcyone,mirfp670
52,0,13560,0,0,R.alcyone,mirfp670
53,0,20340,0,0,R.alcyone,mirfp670
54,0,6780,0,0,R.alcyone,mirfp670
55,0,6780,0,0,R.alcyone,mirfp670
0,1.10069703345602,2260,0.000487034085600011,0.963611919384522,R.alcyone,af488
1,2.20838170653263,4520,0.000488580023569165,0.96667060520909,R.alcyone,af488
2,5.53286162670373,11300,0.000489633772274667,0.968755479435924,R.alcyone,af488
3,5.54336731602826,11300,0.000490563479294537,0.970594933372251,R.alcyone,af488
4,7.78945991623636,15820,0.000492380525678657,0.974190015535044,R.alcyone,af488
5,8.96195475175294,18080,0.000495683338039433,0.980724731384374,R.alcyone,af488
6,12.4129494431829,24860,0.000499314136893924,0.987908378600286,R.alcyone,af488
7,14.7470255837167,29380,0.000501940966089744,0.993105640964707,R.alcyone,af488
8,13.6820994134267,27120,0.000504502190760571,0.998173102758455,R.alcyone,af488
9,17.1339261892754,33900,0.000505425551306058,1,R.alcyone,af488
10,19.4135835626274,38420,0.000505298895435381,0.999749407463969,R.alcyone,af488
11,18.2049250383148,36160,0.000503454785351626,0.996100778938976,R.alcyone,af488
12,26.0725661662652,51980,0.000501588421821185,0.992408121285208,R.alcyone,af488
13,21.4487412888508,42940,0.000499504920560104,0.988285849952272,R.alcyone,af488
14,27.7333933630898,56500,0.000490856519700704,0.971174722829689,R.alcyone,af488
15,25.5348130329266,54240,0.000470774576565756,0.931441980622545,R.alcyone,af488
16,24.6668642302916,56500,0.000436581667792771,0.863790258851399,R.alcyone,af488
17,23.7040881734956,61020,0.00038846424407564,0.768588455949287,R.alcyone,af488
18,19.4362736212345,58760,0.000330773887359335,0.654446310647711,R.alcyone,af488
19,21.080102188306,79100,0.000266499395553806,0.52727725154605,R.alcyone,af488
20,15.5046279840167,74580,0.000207892571520739,0.411321847467997,R.alcyone,af488
21,12.414354918215,74580,0.000166456890831523,0.329340078675061,R.alcyone,af488
22,10.6143969410252,76840,0.000138136347488616,0.273307012539554,R.alcyone,af488
23,9.32979872448755,79100,0.000117949414974558,0.233366545616398,R.alcyone,af488
24,10.1576660863818,97180,0.000104524244560422,0.206804432997744,R.alcyone,af488
25,8.19828324508923,85880,9.54620778422128e-05,0.188874657396191,R.alcyone,af488
26,8.36422441332743,92660,9.02679086264561e-05,0.178597833831703,R.alcyone,af488
27,8.73140194604019,101700,8.58544930780746e-05,0.169865755413869,R.alcyone,af488
28,7.99753827476584,97180,8.22961337185207e-05,0.162825431966906,R.alcyone,af488
29,8.34891351911818,103960,8.0308902646385e-05,0.158893634164044,R.alcyone,af488
30,8.51046041571906,110740,7.6850825498637e-05,0.152051722157791,R.alcyone,af488
31,8.98093011076642,115260,7.79188800170608e-05,0.154164900875534,R.alcyone,af488
32,8.89258836967272,117520,7.56687233634506e-05,0.149712896722211,R.alcyone,af488
33,8.77290869995763,115260,7.61140786045257e-05,0.150594045765674,R.alcyone,af488
34,8.94656459622117,119780,7.46916396411853e-05,0.147779706522902,R.alcyone,af488
35,8.85375074723112,117520,7.5338246657855e-05,0.149059038394824,R.alcyone,af488
36,10.1292102820928,137860,7.34746139713682e-05,0.145371783799818,R.alcyone,af488
37,10.1066239971356,137860,7.33107790304338e-05,0.145047631329665,R.alcyone,af488
38,9.96954416522754,137860,7.23164381635539e-05,0.143080297338911,R.alcyone,af488
39,9.47481285764994,131080,7.22826736164933e-05,0.143013493143964,R.alcyone,af488
40,8.74130215689502,119780,7.29779775997247e-05,0.144389173462133,R.alcyone,af488
41,7.09172287528408,97180,7.29751273439399e-05,0.14438353414339,R.alcyone,af488
42,5.80022416507981,81360,7.12908574862317e-05,0.14105115442227,R.alcyone,af488
43,5.74646105527463,79100,7.26480537961394e-05,0.143736409068381,R.alcyone,af488
44,4.66195370284206,65540,7.11314266530678e-05,0.14073571561481,R.alcyone,af488
45,4.37329698944074,61020,7.16698949433095e-05,0.141801091690179,R.alcyone,af488
46,3.65707652699152,49720,7.35534297464103e-05,0.145527723235089,R.alcyone,af488
47,3.1150862914419,42940,7.25450929539334e-05,0.143532697875031,R.alcyone,af488
48,3.38569337560065,47460,7.1337829237266e-05,0.141144089476529,R.alcyone,af488
49,2.27038287736962,31640,7.17567281090273e-05,0.141972893779514,R.alcyone,af488
50,2.17632703322419,29380,7.40751202595028e-05,0.146559903962289,R.alcyone,af488
51,1.83673394455953,24860,7.38831031600776e-05,0.146179992224687,R.alcyone,af488
52,0.990121495730776,13560,7.30178094196738e-05,0.144467981943117,R.alcyone,af488
53,1.44363304846774,20340,7.09750761291907e-05,0.140426371294023,R.alcyone,af488
54,0.506184232226547,6780,7.46584413313491e-05,0.147714022645721,R.alcyone,af488
55,0.497126289729263,6780,7.33224616119857e-05,0.145070745676618,R.alcyone,af488
0,1270,3920,0.323979591836735,0.96541239072596,R.landeri,brightfield
1,2631,7840,0.335586734693878,1,R.landeri,brightfield
2,6373,19600,0.32515306122449,0.968909160015203,R.landeri,brightfield
3,6122,19600,0.31234693877551,0.93074876472824,R.landeri,brightfield
4,8411,27440,0.30652332361516,0.913395232665472,R.landeri,brightfield
5,9645,31360,0.307557397959184,0.916476624857469,R.landeri,brightfield
6,13280,43120,0.307977736549165,0.917729173145365,R.landeri,brightfield
7,15687,50960,0.30782967032967,0.917287957196737,R.landeri,brightfield
8,14359,47040,0.305250850340136,0.909603446091473,R.landeri,brightfield
9,17900,58800,0.304421768707483,0.907132902571899,R.landeri,brightfield
10,19640,66640,0.294717887154862,0.878216737093925,R.landeri,brightfield
11,17063,62720,0.272050382653061,0.810670847586469,R.landeri,brightfield
12,22850,90160,0.253438331854481,0.755209624378233,R.landeri,brightfield
13,17049,74480,0.22890708915145,0.682110064214127,R.landeri,brightfield
14,18780,98000,0.191632653061224,0.571037628278221,R.landeri,brightfield
15,13770,94080,0.146364795918367,0.436145952109464,R.landeri,brightfield
16,10631,98000,0.108479591836735,0.32325351577347,R.landeri,brightfield
17,8126,105840,0.0767762660619803,0.228782183932317,R.landeri,brightfield
18,5400,101920,0.0529827315541601,0.157880887641435,R.landeri,brightfield
19,4717,137200,0.0343804664723032,0.102448824455666,R.landeri,brightfield
20,2762,129360,0.0213512677798392,0.0636236941824171,R.landeri,brightfield
21,1705,129360,0.0131802721088435,0.0392753072342582,R.landeri,brightfield
22,1252,133280,0.0093937575030012,0.0279920406018736,R.landeri,brightfield
23,906,137200,0.00660349854227405,0.0196774719009611,R.landeri,brightfield
24,793,168560,0.00470455624110109,0.0140188981110728,R.landeri,brightfield
25,457,148960,0.00306793770139635,0.00914201124247334,R.landeri,brightfield
26,375,160720,0.00233325037332006,0.00695274911700086,R.landeri,brightfield
27,317,176400,0.00179705215419501,0.00535495586806875,R.landeri,brightfield
28,203,168560,0.00120431893687708,0.00358869648997198,R.landeri,brightfield
29,159,180320,0.000881765749778172,0.00262753457934659,R.landeri,brightfield
30,93,192080,0.000484173261141191,0.00144276638819724,R.landeri,brightfield
31,76,199920,0.00038015206082433,0.00113279823521959,R.landeri,brightfield
32,59,203840,0.000289442700156986,0.000862497441744876,R.landeri,brightfield
33,38,199920,0.000190076030412165,0.000566399117609796,R.landeri,brightfield
34,30,207760,0.000144397381594147,0.000430283341580431,R.landeri,brightfield
35,15,203840,7.35871271585557e-05,0.000219279010613104,R.landeri,brightfield
36,14,239120,5.85480093676815e-05,0.000174464611722776,R.landeri,brightfield
37,3,239120,1.25460020073603e-05,3.73852739405948e-05,R.landeri,brightfield
38,9,239120,3.7638006022081e-05,0.000112155821821784,R.landeri,brightfield
39,5,227360,2.19915552427868e-05,6.5531658344146e-05,R.landeri,brightfield
40,9,207760,4.33192144782441e-05,0.000129085002474129,R.landeri,brightfield
41,4,168560,2.37304224015187e-05,7.07132313294971e-05,R.landeri,brightfield
42,3,141120,2.12585034013605e-05,6.33472697326745e-05,R.landeri,brightfield
43,11,137200,8.01749271137026e-05,0.000238909702991801,R.landeri,brightfield
44,7,113680,6.1576354679803e-05,0.000183488643363609,R.landeri,brightfield
45,2,105840,1.8896447467876e-05,5.63086842068218e-05,R.landeri,brightfield
46,0,86240,0,0,R.landeri,brightfield
47,0,74480,0,0,R.landeri,brightfield
48,0,82320,0,0,R.landeri,brightfield
49,0,54880,0,0,R.landeri,brightfield
50,0,50960,0,0,R.landeri,brightfield
51,0,43120,0,0,R.landeri,brightfield
52,0,23520,0,0,R.landeri,brightfield
53,0,35280,0,0,R.landeri,brightfield
54,0,11760,0,0,R.landeri,brightfield
55,0,11760,0,0,R.landeri,brightfield
0,10.8103515559389,3920,0.00275774274386196,1,R.landeri,mirfp670
1,21.4962566099236,7840,0.00274186946555148,0.994244104768,R.landeri,mirfp670
2,52.929148721803,19600,0.00270046677152056,0.979230850133183,R.landeri,mirfp670
3,51.607265949781,19600,0.00263302377294801,0.954774979939103,R.landeri,mirfp670
4,69.7701956505065,27440,0.00254264561408551,0.922002467323974,R.landeri,mirfp670
5,76.0892428958983,31360,0.0024263151433641,0.879819246651802,R.landeri,mirfp670
6,97.6509748407669,43120,0.00226463299723485,0.821190809866278,R.landeri,mirfp670
7,104.622067387282,50960,0.00205302330037838,0.74445787408847,R.landeri,mirfp670
8,85.1538577078308,47040,0.00181024357372089,0.656422205352561,R.landeri,mirfp670
9,90.7663577930944,58800,0.00154364554069888,0.559749651824721,R.landeri,mirfp670
10,82.8514488844154,66640,0.00124326904088258,0.450828505903891,R.landeri,mirfp670
11,60.1888638674095,62720,0.000959643875437014,0.34798165186834,R.landeri,mirfp670
12,62.0798736302197,90160,0.000688552280725595,0.249679663651781,R.landeri,mirfp670
